filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent
src/decompile/cpp/typegrp_ghidra.hh,2,0,0.0,0,0,,2,2,1.0
src/decompile/cpp/typeop.cc,1429,0,0.0,1384,1,0.001,99,57,0.5760000000000001
src/decompile/cpp/typeop.hh,107,10,0.09300000000000001,0,0,,91,9,0.099
src/decompile/cpp/unionresolve.cc,674,0,0.0,929,0,0.0,21,0,0.0
src/decompile/cpp/unionresolve.hh,21,0,0.0,6,0,0.0,11,0,0.0
src/decompile/cpp/userop.cc,301,0,0.0,452,0,0.0,24,5,0.20800000000000002
src/decompile/cpp/userop.hh,41,3,0.073,12,1,0.083,29,8,0.276
src/decompile/cpp/variable.cc,633,333,0.526,700,267,0.381,49,40,0.816
src/decompile/cpp/variable.hh,66,44,0.667,10,4,0.4,52,40,0.769
src/decompile/cpp/varmap.cc,820,67,0.08199999999999999,947,68,0.07200000000000001,48,44,0.917
src/decompile/cpp/varmap.hh,33,3,0.091,2,0,0.0,29,15,0.517
src/decompile/cpp/varnode.cc,950,6,0.006,834,9,0.011000000000000001,62,41,0.6609999999999999
src/decompile/cpp/varnode.hh,121,74,0.612,2,2,1.0,102,82,0.804
src/decompile/cpp/xml.cc,613,300,0.489,541,175,0.32299999999999995,40,30,0.75
src/decompile/cpp/xml.hh,68,36,0.529,20,10,0.5,43,30,0.698
